               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 174,            0.030256,            0.014802,                   0,             0.82584,             0.71084,             0.70256,             0.29476,            0.021666,           0.0086684,                   0,            0.004291,            0.004291,            0.004291
                 175,            0.034222,            0.015862,                   0,             0.77336,              0.6747,             0.68325,             0.29168,            0.022496,           0.0086672,                   0,            0.004258,            0.004258,            0.004258
                 176,            0.033568,            0.016896,                   0,             0.77023,              0.6866,             0.66336,             0.27821,            0.023377,           0.0086445,                   0,            0.004225,            0.004225,            0.004225
                 177,            0.029858,            0.015896,                   0,             0.61649,              0.6988,             0.62739,              0.2476,            0.024135,           0.0087889,                   0,            0.004192,            0.004192,            0.004192
                 178,            0.027811,            0.015972,                   0,             0.67877,             0.68738,             0.65818,             0.26314,            0.024346,           0.0086732,                   0,            0.004159,            0.004159,            0.004159
                 179,             0.03001,             0.01663,                   0,             0.75429,             0.72289,             0.70043,             0.29615,            0.023189,           0.0086627,                   0,            0.004126,            0.004126,            0.004126
                 180,            0.029803,            0.015574,                   0,             0.80492,              0.6747,             0.66373,             0.28481,            0.023945,            0.008471,                   0,            0.004093,            0.004093,            0.004093
                 181,            0.032214,            0.015794,                   0,              0.8068,             0.70442,             0.70096,             0.30454,             0.02324,           0.0089921,                   0,             0.00406,             0.00406,             0.00406
                 182,            0.033248,            0.016754,                   0,             0.79983,             0.71084,             0.71535,             0.31709,            0.022348,           0.0092215,                   0,            0.004027,            0.004027,            0.004027
                 183,            0.032213,            0.015498,                   0,             0.74344,             0.68675,              0.6826,              0.2994,            0.022251,           0.0093164,                   0,            0.003994,            0.003994,            0.003994
                 184,            0.032874,            0.015884,                   0,             0.77494,              0.6988,             0.68751,             0.27099,            0.021464,           0.0098239,                   0,            0.003961,            0.003961,            0.003961
                 185,            0.027002,            0.015642,                   0,             0.70681,             0.66807,             0.60834,             0.25226,            0.020899,           0.0099317,                   0,            0.003928,            0.003928,            0.003928
                 186,            0.027517,            0.014913,                   0,             0.73138,             0.65614,             0.63397,             0.26772,            0.021227,           0.0095421,                   0,            0.003895,            0.003895,            0.003895
                 187,            0.033136,            0.015715,                   0,             0.74018,              0.6747,             0.62357,             0.25832,            0.021759,            0.009335,                   0,            0.003862,            0.003862,            0.003862
                 188,            0.030133,            0.015239,                   0,             0.72746,             0.68675,              0.6612,             0.25818,            0.021727,            0.009536,                   0,            0.003829,            0.003829,            0.003829
                 189,            0.030453,            0.015109,                   0,             0.79402,             0.69668,             0.71087,             0.29551,            0.021107,           0.0092414,                   0,            0.003796,            0.003796,            0.003796
                 190,            0.026721,            0.016165,                   0,             0.80088,             0.71084,             0.72656,             0.28106,            0.021675,           0.0095086,                   0,            0.003763,            0.003763,            0.003763
                 191,             0.03158,            0.014716,                   0,             0.83775,             0.71084,             0.74341,             0.29415,            0.021536,           0.0092938,                   0,             0.00373,             0.00373,             0.00373
                 192,            0.029874,            0.013955,                   0,             0.76652,             0.71201,             0.74875,             0.29733,            0.021142,           0.0088773,                   0,            0.003697,            0.003697,            0.003697
                 193,            0.024588,            0.015025,                   0,             0.80491,             0.74564,             0.74406,             0.28897,            0.020922,           0.0091713,                   0,            0.003664,            0.003664,            0.003664
                 194,              0.0293,            0.015143,                   0,             0.80098,             0.72289,             0.70379,             0.29916,            0.021572,           0.0093344,                   0,            0.003631,            0.003631,            0.003631
                 195,            0.028749,             0.01531,                   0,              0.8247,             0.73494,             0.71958,             0.30376,            0.022821,           0.0087678,                   0,            0.003598,            0.003598,            0.003598
                 196,            0.028243,            0.015491,                   0,                0.83,             0.73494,             0.75181,             0.30702,            0.023151,           0.0086821,                   0,            0.003565,            0.003565,            0.003565
                 197,            0.028295,             0.01521,                   0,             0.81342,             0.72289,             0.78354,             0.31772,            0.023253,           0.0090497,                   0,            0.003532,            0.003532,            0.003532
                 198,            0.033613,             0.01612,                   0,             0.78636,             0.71084,              0.7842,             0.30629,            0.023112,           0.0087192,                   0,            0.003499,            0.003499,            0.003499
                 199,            0.032365,             0.01603,                   0,             0.80349,             0.72289,             0.68969,             0.29069,            0.022379,           0.0091662,                   0,            0.003466,            0.003466,            0.003466
                 200,            0.028514,            0.015874,                   0,             0.78156,             0.68975,              0.6779,             0.29156,            0.022217,           0.0091143,                   0,            0.003433,            0.003433,            0.003433
                 201,            0.028723,            0.015153,                   0,             0.80358,             0.72289,             0.67952,             0.30367,            0.021473,           0.0098872,                   0,              0.0034,              0.0034,              0.0034
                 202,            0.029447,            0.015363,                   0,             0.80761,              0.6988,             0.68872,             0.30819,            0.021333,            0.009824,                   0,            0.003367,            0.003367,            0.003367
                 203,            0.035792,            0.015301,                   0,              0.8433,             0.73494,              0.7282,             0.33213,            0.020868,           0.0097174,                   0,            0.003334,            0.003334,            0.003334
                 204,            0.025839,            0.015711,                   0,              0.8127,             0.73192,             0.71975,             0.33329,            0.020597,           0.0098342,                   0,            0.003301,            0.003301,            0.003301
                 205,             0.02684,            0.015982,                   0,             0.84498,             0.73494,             0.72082,             0.31409,            0.021911,            0.009192,                   0,            0.003268,            0.003268,            0.003268
                 206,            0.029915,            0.015236,                   0,             0.80739,             0.71084,             0.73047,             0.32537,            0.021991,           0.0090968,                   0,            0.003235,            0.003235,            0.003235
                 207,             0.02746,            0.013838,                   0,             0.77288,               0.697,             0.71718,             0.31376,            0.022006,           0.0094868,                   0,            0.003202,            0.003202,            0.003202
                 208,            0.026907,            0.015116,                   0,             0.78306,              0.6988,             0.70491,             0.31834,            0.021331,           0.0093973,                   0,            0.003169,            0.003169,            0.003169
                 209,            0.029801,            0.014418,                   0,             0.79485,             0.68675,             0.70893,             0.31021,            0.020667,           0.0093579,                   0,            0.003136,            0.003136,            0.003136
                 210,            0.024374,            0.015166,                   0,             0.79552,              0.6988,             0.70844,              0.3042,            0.020648,           0.0090078,                   0,            0.003103,            0.003103,            0.003103
                 211,            0.031645,            0.016351,                   0,             0.84258,             0.70937,             0.71766,             0.30943,            0.019883,           0.0087295,                   0,             0.00307,             0.00307,             0.00307
                 212,            0.026531,            0.015176,                   0,             0.82701,             0.72289,              0.7371,             0.30013,            0.020134,            0.009013,                   0,            0.003037,            0.003037,            0.003037
                 213,            0.029237,            0.015491,                   0,             0.81681,             0.69838,             0.72315,             0.30595,            0.020435,             0.00946,                   0,            0.003004,            0.003004,            0.003004
                 214,            0.027846,            0.015768,                   0,             0.82516,             0.72289,             0.73964,              0.3157,            0.020878,           0.0096782,                   0,            0.002971,            0.002971,            0.002971
